,video_id,ratio,emotion
0,7187538299395902762,0.0,anger
1,7187538299395902762,0.7029702970297029,fear
2,7187538299395902762,0.04950495049504951,happy
3,7187538299395902762,0.42574257425742573,sad
4,7187538299395902762,0.0594059405940594,disgust
5,7187538299395902762,0.9108910891089109,surprise
6,7187538299395902762,0.1782178217821782,neutral
7,7129699744925879554,0.0,anger
8,7129699744925879554,0.0847457627118644,fear
9,7129699744925879554,0.1016949152542373,happy
10,7129699744925879554,0.3559322033898305,sad
11,7129699744925879554,0.15254237288135594,disgust
12,7129699744925879554,0.11864406779661017,surprise
13,7129699744925879554,0.4576271186440678,neutral
14,7114088725809777925,0.25,anger
15,7114088725809777925,0.24,fear
16,7114088725809777925,0.21,happy
17,7114088725809777925,0.24,sad
18,7114088725809777925,0.65,disgust
19,7114088725809777925,0.29,surprise
20,7114088725809777925,0.71,neutral
21,7076144169172864299,0.030303030303030304,anger
22,7076144169172864299,0.18181818181818182,fear
23,7076144169172864299,0.2727272727272727,happy
24,7076144169172864299,0.40404040404040403,sad
25,7076144169172864299,0.46464646464646464,disgust
26,7076144169172864299,0.18181818181818182,surprise
27,7076144169172864299,0.797979797979798,neutral
28,6981542616831659270,0.027777777777777776,anger
29,6981542616831659270,0.125,fear
30,6981542616831659270,0.7222222222222222,happy
31,6981542616831659270,0.2361111111111111,sad
32,6981542616831659270,0.0,disgust
33,6981542616831659270,0.6111111111111112,surprise
34,6981542616831659270,0.125,neutral
35,7206371547970407722,0.0,anger
36,7206371547970407722,0.5555555555555556,fear
37,7206371547970407722,0.12962962962962962,happy
38,7206371547970407722,0.6111111111111112,sad
39,7206371547970407722,0.037037037037037035,disgust
40,7206371547970407722,0.7592592592592593,surprise
41,7206371547970407722,0.2777777777777778,neutral
42,7227905103821344042,0.009708737864077669,anger
43,7227905103821344042,0.06796116504854369,fear
44,7227905103821344042,0.04854368932038835,happy
45,7227905103821344042,0.33980582524271846,sad
46,7227905103821344042,0.34951456310679613,disgust
47,7227905103821344042,0.6699029126213593,surprise
48,7227905103821344042,0.5145631067961165,neutral
49,7182239739980958982,0.06862745098039216,anger
50,7182239739980958982,0.5196078431372549,fear
51,7182239739980958982,0.049019607843137254,happy
52,7182239739980958982,0.4803921568627451,sad
53,7182239739980958982,0.46078431372549017,disgust
54,7182239739980958982,0.8235294117647058,surprise
55,7182239739980958982,0.7941176470588235,neutral
56,7105468967698976042,0.15384615384615385,anger
57,7105468967698976042,0.28846153846153844,fear
58,7105468967698976042,0.2692307692307692,happy
59,7105468967698976042,0.23076923076923078,sad
60,7105468967698976042,0.38461538461538464,disgust
61,7105468967698976042,0.46153846153846156,surprise
62,7105468967698976042,0.3076923076923077,neutral
63,7219073048287153413,0.0,anger
64,7219073048287153413,0.045454545454545456,fear
65,7219073048287153413,0.0,happy
66,7219073048287153413,0.0,sad
67,7219073048287153413,0.045454545454545456,disgust
68,7219073048287153413,0.022727272727272728,surprise
69,7219073048287153413,0.022727272727272728,neutral
70,7103547108795501866,0.0,anger
71,7103547108795501866,0.7575757575757576,fear
72,7103547108795501866,0.020202020202020204,happy
73,7103547108795501866,0.9292929292929293,sad
74,7103547108795501866,0.09090909090909091,disgust
75,7103547108795501866,0.696969696969697,surprise
76,7103547108795501866,0.6060606060606061,neutral
77,7226413427470667051,0.0,anger
78,7226413427470667051,0.0,fear
79,7226413427470667051,0.18181818181818182,happy
80,7226413427470667051,0.45454545454545453,sad
81,7226413427470667051,0.022727272727272728,disgust
82,7226413427470667051,0.06818181818181818,surprise
83,7226413427470667051,0.6818181818181818,neutral
84,7215290526906567941,0.0707070707070707,anger
85,7215290526906567941,0.13131313131313133,fear
86,7215290526906567941,0.06060606060606061,happy
87,7215290526906567941,0.20202020202020202,sad
88,7215290526906567941,0.46464646464646464,disgust
89,7215290526906567941,0.6565656565656566,surprise
90,7215290526906567941,0.6161616161616161,neutral
91,7212391209447312682,0.1,anger
92,7212391209447312682,0.5333333333333333,fear
93,7212391209447312682,0.16666666666666666,happy
94,7212391209447312682,0.4,sad
95,7212391209447312682,0.4,disgust
96,7212391209447312682,0.8555555555555555,surprise
97,7212391209447312682,0.5444444444444444,neutral
98,7216750982020189486,0.020618556701030927,anger
99,7216750982020189486,0.3711340206185567,fear
100,7216750982020189486,0.16494845360824742,happy
101,7216750982020189486,0.5257731958762887,sad
102,7216750982020189486,0.1134020618556701,disgust
103,7216750982020189486,0.6701030927835051,surprise
104,7216750982020189486,0.4948453608247423,neutral
105,7211172582744296750,0.2112676056338028,anger
106,7211172582744296750,0.8309859154929577,fear
107,7211172582744296750,0.0,happy
